BEGIN_YEARMONTH,Begin_Year,Begin_Month,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,End_Year,End_Month,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,Units,PropertyDamageValue,AbsPropertyDamage,DAMAGE_CROPS,Units2,CropDamageValue,AbsCropDamage,TotalDamage,TotalDamageValue,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201603,2016,03,23,2055,201603,2016,03,23,2055,104185,625244,TEXAS,48,2016,March,Hail,C,121,DENTON,FWD,3/23/2016 20:55,CST-6,3/23/2016 20:55,0,0,0,0,50.00M,M,50.00,50000000,0.00K,K,0.00,0,50000000,50000000,1.75,,,,,,,,,,,4,S,LEWISVILLE,4,S,LEWISVILLE,33.0192,-96.9931,33.0192,-96.9931,"Thunderstorms developed late Wednesday afternoon and Wednesday evening along a dryline as it surged east to the Interstate 35 corridor. Several of these storms became severe, producing damaging winds, hail and one tornado. The tornadic storm in northern Tarrant County proceeded to drop large hail as it moved east into northern Dallas and southern Collin County, creating around 700 million dollars in overall hail damage.",Hail up to the size of golf balls fell near Business 121 and Southwest Parkway in Lewisville.,CSV
201610,2016,10,8,500,201610,2016,10,10,700,111078,663984,SOUTH CAROLINA,45,2016,October,Tropical Storm,Z,17,MARLBORO,ILM,10/8/2016 5:00,EST-5,10/10/2016 7:00,0,0,0,0,1.00M,M,1.00,1000000,0K,K,0,0,1000000,1000000,,,,,,,,,,,,,,,,,,,,,,"Major Hurricane Matthew moved up the southeast coast and slowly weakened to a category 1 storm as it moved up along the South Carolina coast and then eastward near the North Carolina coast. The hurricane brought 6 to 12 inches of rain and up to 15 inches to some areas of northeast South Carolina, with the bulk of the rainfall occurring within a 12 hour period. This rain fell on wet to in some cases saturated soil due to much above normal rainfall in September. The result was historic flooding; widespread flash flooding, and an extended period of major to record river flooding. Matthew's flooding rains, surge and wind brought loss of life, displaced tens of thousands of people, and caused hundreds of millions of dollars in structural damage as homes and businesses were devastated or totally destroyed. Major infrastructure will have to be repaired or rebuilt.","Hurricane Matthew moved up the eastern seaboard, bringing very heavy rain and strong winds. Rainfall amounts were high, with over eight inches of rain reported. Tropical storm force winds and flooded ground caused widespread tree and power line damage. The town of Clio was completely isolated during the height of the storm due to trees blocking all roads leading to and from town. Moderate widespread flooding was reported due to the heavy rain, especially near creeks and streams. Numerous road closures were observed. A train derailed in Wallace as a result of a washout. Residents in low lying areas of Shady Rest and Richardson Park in Bennettsville required evacuations. Marlboro County Emergency Management estimated more than 1 million dollars in damage across the county due to the storm.",CSV
201606,2016,06,23,1200,201606,2016,06,23,2030,107243,643466,WEST VIRGINIA,54,2016,June,Flash Flood,C,89,SUMMERS,RNK,6/23/2016 12:00,EST-5,6/23/2016 20:30,0,0,0,0,1.00M,M,1.00,1000000,0.00K,K,0.00,0,1000000,1000000,,,Heavy Rain,,,,,,,,,2,NE,CLAYPOOL,1,SSW,CLAYPOOL,37.8483,-80.8453,37.8197,-80.8731,"One of the worst flash floods in the history of West Virginia occurred on June 23, 2016 as extreme rainfall occurred across portions of Greenbrier and several adjacent counties. There were 15 fatalities in Greenbrier County and widespread catastrophic damage across much of the county. Summers and Monroe counties had much less severe flash flooding. ||The two days prior to the event were quite wet as several rounds of thunderstorms traversed the area with rainfall of roughly 1 to 2 inches across much of Greenbrier County in the 48 hours ending at 0800 EDT on June 23rd. This left the ground quite moist and primed for more efficient runoff.  The synoptic setup for this event featured an upper level ridge over the central U.S. northwest flow across the eastern U.S. Several strong short-waves topped the ridge and dropped southeast across the Ohio Valley toward the central Appalachians with the strongest wave approaching on the morning of the 23rd of June. Satellite imagery showed a deep tap of tropical moisture into West Virginia and a strengthening upper level jet providing additional lift. A warm front was located just north of the area and became a focus for convection in the early morning hours of the 23rd. Up to an inch of rain had fallen across Summers and Greenbrier by 730 AM EDT. Late in the morning, renewed convection from the west entered the area. During the late morning to early afternoon convection continued to train across the same general area of southeast WV and far western VA with hourly rainfall rates of 1.50 to 2. One of the more reliable automated rain gauges at White Sulphur Springs, WV (SUPW2) measured 2.32 and 1.89 in consecutive hours from 1 to 3 PM EDT or 4.21 in 2 hours. The 2-hour, 1000-year ARI at this location per NOAA Atlas 14 is 3.88??? giving an indication of the intensity of the rain.   Toward the end of this time window is when intense flash flooding began across eastern parts of the county but earlier in the far west. Flash Flood Warnings (FFWs) were issued throughout the morning and afternoon and a rare Flash Flood Warning Emergency product was issued  for Greenbrier County by the NWS at 441 PM EDT as the extent of the disaster became apparent. ||Radar and rain gauge measurements showed as much as 8 to 10 inches (perhaps higher locally) fell in a band across central Greenbrier County. The bulk of the rain fell in less than 12 hours between 600 AM and 600 PM. The top five official rain gauge totals (24-hour amounts ending at 8 AM EDT, June 24th) included White Sulphur Springs COOP (WSUW2) 8.29, Lewisburg 3N COOP (LWBW2) 8.00, White Sulphur Springs DCP (SUPW2) 7.83, McCross 3E COOP (MCRW2) 6.54 and Williamsburg VFD IFLOWS (WMBW2) 5.37.  One personal weather station at Maxwelton measured 9.37 and there were several anecdotal reports of 10 or more inches. The 24-hour rainfall at White Sulphur Springs COOP, with fairly complete data back to around 1920 (and sporadic  back to 1888) was more than double the all-time daily record (4.00??? set in March, 1890). Lewisburg 3N COOP with data all the way back to around 1900 also demolished its all-time daily record of 4.06??? set in July, 1954. A point event analysis by the Hydrometeorological Design Studies Center (HDSC) indicated that the rainfall was in the .001 Annual Exceedance Probability (1,000 year Annual Recurrence Interval, or ARI) for a 24-hour period.||The gauged hydrologic response was astounding as small creeks fed rivers that rose almost like a flash flood. An IFLOWS river gage at Ronceverte (RONW2) on the Greenbrier River rose to flood stage of 15 feet by around 730 PM EDT and climbed another 8.2 feet by 1130 PM. The NWS forecast point on Greenbrier River at Alderson (ALDW2) rose very slowly through the afternoon of the 23rd but around 700 PM EDT massive runoff began reaching the USGS gage location. The river rose from just over 4 feet (discharge of 2,300 cfs or cubic ft. per second) at 700 PM to reach flood stage of 14 feet (40,000 cfs) just 2.5 hours later around 930 PM. The river continued an astronomical rate of rise reaching Major Flood Stage (19 feet, 63,000 cfs) by midnight June 24th, before cresting at 22 feet (80,700 cfs) at 430 AM EDT. This was the 3rd highest crest on record (data back to 1895) at Alderson, surpassed only by the January 1996 rain/snowmelt flood and November 1985 flood. According to the latest available USGS report on flood frequency for West Virginia streams the discharge at the Alderson gage was very close to the 0.01 Annual Exceedance Probability (AEP) or 100-year annual recurrence interval. A similar extreme response occurred on the Greenbrier River at the Hilldale USGS gage (HLLW2) downstream of Alderson just above the confluence with the New River. It also had its 3rd highest crest (25.45 feet, Flood Stage 16 ft) and discharge (82,508 cfs) on record (data back to 1936) and was also very close to the .01 AEP or 100-year event.","Flash flooding was less severe in Summers County than in neighboring Greenbrier as rainfall was considerably less, ranging generally from 2 to 4 inches over the northeastern sections of the county. Still, initial surveys by emergency management show 190 homes (permanent) and 150 camps/rv's/trailers (seasonal) structures damaged or destroyed. The Greenbrier River which runs through the central part of the county, flooded into the Major category along its entire reach (see Episode for details) causing significant floodplain damage. The City of Hinton had street damage of up to $5,000 and County of Summers, Camp Summer had flood water up to 4 feet deep in most buildings, some damage to the pool, and other damage to fences and grounds. The estimated total damage was approximately $150,000. In addition, WV DoT estimated $628,000 in damages to public roads and bridges in the county.",CSV
201606,2016,06,23,1330,201606,2016,06,23,2330,107297,643624,VIRGINIA,51,2016,June,Flash Flood,C,580,COVINGTON (C),RNK,6/23/2016 13:30,EST-5,6/23/2016 23:30,0,0,0,0,3.00M,M,3.00,3000000,0.00K,K,0.00,0,3000000,3000000,,,Heavy Rain,,,,,,,,,0,N,COVINGTON,1,SW,COVINGTON,37.78,-79.98,37.7725,-79.9901,"The synoptic setup for this event featured an upper level ridge over the central U.S. with several strong short-waves topping the ridge and dropping southeast across the Ohio Valley toward the central Appalachians. Satellite imagery showed a deep tap of tropical moisture into West Virginia and a strengthening upper level jet providing additional lift. A warm front was located just north of the area and became a focus for convection in the early morning hours of the 23rd. During the late morning to early afternoon convection continued to train across the same general area of southeast WV and far western VA with hourly rainfall rates of 1.50 to 2 for several hours.||Radar and rain gauge measurements showed as much as 4 to 8 inches (perhaps higher locally) fell in a band across central Alleghany County. The bulk of the rain fell in less than 12 hours between 600 AM and 600 PM EDT. The Governor of Virginia declared a state of emergency in the City of Covington and Alleghany County.||The phenomenal runoff from creeks, streams and overland flow produced an extreme hydrologic response on larger rivers including the Jackson River. The river gage at Covington (CVGV2) rose over 10 feet in 5 hours to reach Flood Stage (17 feet) for the first time since September 2004 (during the remains of Hurricane Jeanne).  A River Flood Warning (FLW) was issued at 609 PM as the river was near 15 feet and the crest was only 4.5 hours later at 22.33 feet just below the Major Flood Stage of 23 feet. This was highest stage reached at the Covington gage since the November 1985 flood (23.31 feet) and 2nd highest since the construction of Gathright Dam in 1979. Gathright Dam was built to reduce flooding on the Jackson River but so much rain fell in the watershed below the dam that flooding still occurred at Covington. Numerous homes and several businesses in Covington suffered severe flood damage from the Jackson River.  At the same time Dunlap Creek (DLPV2), which drains 162 mi2 of western Alleghany County and empties into the Jackson River in Covington was also rising at an extreme rate, climbing from a stage of around 3 feet (445 cfs) at 200 PM to a record stage of 16.49 feet (30,300 cfs) in a little over 6 hours.  The previous record at this gage was 15.65 feet (27,400 cfs) set in June 1972 with the remains of Hurricane Agnes. Hydrological peak stage records at this gage date back to 1929. According to USGS flood frequency reports this flood was likely in excess of a 200-year (0.005 AEP) event on Dunlap Creek. There was extensive flooding along Dunlap Creek with roads and homes flooded and some requiring evacuations. Flooding continued downstream and a few hours later a River Flood Warning was issued for the upper James River including the forecast points at Lick Run (LIRV2) and Buchanan (BNNV2) both of which easily reached flood stage. At Lick Run the crest of 22.84 feet was the 10th highest on record (continuous records since 1925) and the highest since January 1996 (25.03 feet).  Per USGS data the 48,000 cfs discharge at Lick Run was roughly a 10-year (.10 AEP) flood event. At Buchanan the 42,900 cfs was merely somewhere between a 2- to 5-year event (0.5 to 0.2 AEP).",Urban flooding was first reported from the City of Covington around 145 PM EDT (1245 EST) as two flood-prone underpasses were flooded. More serious flooding began around 230 PM EDT (130 PM EST) with numerous roads closed and eventually homes flooded. There was one boat rescue in Covington of a family trapped in a home with rising water. The rapidly rising Jackson River caused much of the flood damage in the city with up to 60 homes seriously damaged. A concrete plant lost $1.2 million in equipment and VDOT estimated $50 thousand in road damages within the city. There were also at least three landslides reported in the city.,CSV
201605,2016,05,31,1730,201605,2016,05,31,1735,106534,639744,TEXAS,48,2016,May,Tornado,C,273,KLEBERG,CRP,5/31/2016 17:30,CST-6,5/31/2016 17:35,0,0,0,0,2.50M,M,2.50,2500000,0.00K,K,0.00,0,2500000,2500000,,,,,EF1,0.9,200,,,,,2,SSE,KINGSVILLE,2,SSE,KINGSVILLE,27.4919,-97.8512,27.4969,-97.8646,"An upper level disturbance moving across South Texas, combined with a very moist and unstable atmosphere, produced strong to severe thunderstorms across South Texas on May 31st. The strongest storms crossed Kleberg County and produced 3 tornadoes, very strong winds, large hail, and torrential rainfall.",An EF-1 tornado touched down at the intersection of Brahma Boulevard and East General Cavazos Boulevard. It traveled northwest crossing Business Highway 77 near Otis Street before lifting. Windows were broken and shingles were blown off the roof of an apartment complex. Vehicle windows were smashed. A portion of a roof was blown off of a home. Numerous large trees and power poles were snapped. Estimated peak wind speed was 110 mph.,CSV
201605,2016,05,9,1506,201605,2016,05,9,1527,104767,633058,OKLAHOMA,40,2016,May,Tornado,C,49,GARVIN,OUN,5/9/2016 15:06,CST-6,5/9/2016 15:27,0,0,1,0,1.00M,M,1.00,1000000,0.00K,K,0.00,0,1000000,1000000,,,,,EF4,8.9,400,,,,,3,N,HENNEPIN,5,SW,WYNNEWOOD,34.559,-97.357,34.589,-97.21,"With the help of an upper low, storms fired along the dryline in central Oklahoma on the 9th, with some of them becoming severe.","A tornado developed 1.25 miles south of the community of Katie, OK, or about 3.4 miles north of Hennepin. The tornado was observed to be very dynamic as it moved east-northeast and east. Initially damage was confined to trees until the tornado crossed county road 1690 where a home was destroyed where only interior walls remained standing. To the east of this house, two mobile homes were damaged on the southern periphery of the tornado path. The tornado moved east-northeast damaging another mobile home, then east removing the roof from a home on Indian Meridian Road.||The tornado varied in movement between northeast and southeast as it approached and crossed county road 1680. A home was destroyed near county road 1680 and Indian Meridian Road where an EF4 rating was applied (DI 2, DOD 9). Further east, a fatality occurred when the tornado destroyed a modular home. After destroying another home, the tornado moved northeast and dissipated near Interstate 35.",CSV
201603,2016,03,17,610,201603,2016,03,17,610,104103,622774,TEXAS,48,2016,March,Hail,C,439,TARRANT,FWD,3/17/2016 6:10,CST-6,3/17/2016 6:10,0,0,0,0,200.00M,M,200.00,200000000,0.00K,K,0.00,0,200000000,200000000,2,,,,,,,,,,,3,S,WESTOVER HILLS,3,N,SEMINARY HILL,32.7249,-97.425,32.7196,-97.3863,"A region of intense warm advection led to thunderstorm development over western counties of North Texas Wednesday Night in advance of a developing upper trough across the western United States. Storms were able to rotate and maintain strong updrafts as they propagated east along a warm front into the Dallas-Ft Worth Metroplex Thursday morning. Damaging hail up to the size of tennis balls pounded the Fort Worth area from multiple supercells, causing an estimated 600 million dollars in damage in Tarrant County alone. Fortunately, storms were able to weaken before they reached the Dallas area after sunrise.","Hen egg sized hail reported near Hulen Street and Vickery Blvd in west Fort Worth. Heavy hail damage was also reported along west Camp Bowie Blvd where numerous homes, businesses, and vehicles were damaged by the hail.",CSV
201603,2016,03,23,2103,201603,2016,03,23,2103,104185,625142,TEXAS,48,2016,March,Hail,C,121,DENTON,FWD,3/23/2016 21:03,CST-6,3/23/2016 21:03,0,0,0,0,50.00M,M,50.00,50000000,0.00K,K,0.00,0,50000000,50000000,1.75,,,,,,,,,,,0,N,LEWISVILLE,0,N,LEWISVILLE,33.07,-97,33.07,-97,"Thunderstorms developed late Wednesday afternoon and Wednesday evening along a dryline as it surged east to the Interstate 35 corridor. Several of these storms became severe, producing damaging winds, hail and one tornado. The tornadic storm in northern Tarrant County proceeded to drop large hail as it moved east into northern Dallas and southern Collin County, creating around 700 million dollars in overall hail damage.","A social media report indicated ping pong to golf-ball sized hail in Lewisville, TX.",CSV
201610,2016,10,8,1000,201610,2016,10,8,1500,111078,664528,SOUTH CAROLINA,45,2016,October,Flash Flood,C,33,DILLON,ILM,10/8/2016 10:00,EST-5,10/8/2016 15:00,0,0,0,0,1.00M,M,1.00,1000000,0.00K,K,0.00,0,1000000,1000000,,,Heavy Rain / Tropical System,,,,,,,,,1,NNW,LATTA,1,NW,CAROLINA MILLS,34.3425,-79.4344,34.408,-79.3834,"Major Hurricane Matthew moved up the southeast coast and slowly weakened to a category 1 storm as it moved up along the South Carolina coast and then eastward near the North Carolina coast. The hurricane brought 6 to 12 inches of rain and up to 15 inches to some areas of northeast South Carolina, with the bulk of the rainfall occurring within a 12 hour period. This rain fell on wet to in some cases saturated soil due to much above normal rainfall in September. The result was historic flooding; widespread flash flooding, and an extended period of major to record river flooding. Matthew's flooding rains, surge and wind brought loss of life, displaced tens of thousands of people, and caused hundreds of millions of dollars in structural damage as homes and businesses were devastated or totally destroyed. Major infrastructure will have to be repaired or rebuilt.",Portions of U.S. 501 were impassable due to flood waters and the road was closed between Latta and Highway 9. Adjacent roadways and structures were impacted by the flood waters. The time was estimated.,CSV
201606,2016,06,23,1700,201606,2016,06,24,800,105483,638703,WEST VIRGINIA,54,2016,June,Flood,C,19,FAYETTE,RLX,6/23/2016 17:00,EST-5,6/24/2016 8:00,0,0,0,0,2.00M,M,2.00,2000000,0.00K,K,0.00,0,2000000,2000000,,,Heavy Rain,,,,,,,,,6,NE,BELLWOOD,1,E,BELVA,37.9821,-80.7632,38.2307,-81.1903,"Multiple rounds of convection resulted in wind damage and flooding.  Flash flooding on small streams turned into river flooding. A historic and record setting flood occurred along portions of the Elk and Gauley Rivers in central West Virginia.  Less significant flooding occurred on the perimeter of the hardest hit area.||The initial convective complex developed during the evening hours of the 22nd near Chicago.  The complex reached southeast Ohio just after 0000E on the 23d, while a surface warm front was returning northeast into West Virginia.  A few renegade storms even formed ahead of the complex along the warm front.  ||The first round of convection entered West Virginia around 0100E on the 23rd. It crossed West Virginia during the predawn hours with downpours and gusty winds. Within this initial round of convection, a brief tornado was confirmed in Jackson County. Also, a microburst was surveyed just south of Birch River in Nicholas County. ||The first complex exited the eastern counties of the state a few hours after dawn.  Yet, the undisturbed southwest low level flow, of moisture rich air, allowed new convection to form in its wake.  These new showers and storms formed in the mid Ohio Valley from southern Ohio eastward toward the Huntington and Charleston vicinity. These thunderstorms moved back east, across central West Virginia during the late morning and midday time frame.  In the muggy air, additional storms formed during the afternoon and early evening hours.  The rains finally diminished after 1900E on the 23rd.  The total duration of these multiple rounds of convective showers and storms encompassed no more than 18 hours.||A 2 to 4 inch rain maximum occurred with the initial convective complex.  This initial rain maximum ran from near Parkersburg on up the Little Kanawha River Valley to near Glenville and through Upshur Counties.  Other heavier bands were in Lewis and Harrison Counties. For example, by 0900E, Pullman in Ritchie County and Spurgeon in Gilmer County both measured 3.76 inches. Harrisville in Ritchie County measured 3.48 inches of rain. Willow Island on the Ohio River measure 3.38 inches. French Creek had 3.4 inches of rain.  The cooperative observer at Clarksburg measured 3.30 inches, Stonewall Jackson Lake in Lewis County had 3.05 inches and Rock Cave measured 2.8 inches of rain.  In terms of rain rates, the Clarksburg airport in Bridgeport had .5 inches of rain in just 8 minutes, with 1.36 inches of rain in about 40 minutes.  Minor flash flooding occurred with this initial convective band during the predawn and dawn time frame.  Less rains fell further south.  For example, Big Chimney in Kanawha County had 1.76 inches by 0900E. ||The new convection that formed during the morning of the 23rd, saw its heavier rain fall south of the initial band.  The rain axis went from Jackson County on southeast into Clay and Nicholas Counties.  By 1200E, Poe North in Nicholas County had 4.52 inches of rain, Laurel Ridge in Clay county had a 3.72 inches total, and Muddlety in Nicholas County measured a 3.31 inch rain total.||After the third and fourth rounds of convection during the afternoon and evening, a 4 to 7.5 inch rainfall maximum occurred in less than 18 hours. The axis of this maximum rain went from Jackson County on southeast through Roane, northern Kanawha, Clay, Nicholas, Webster, into southern Pocahontas. The rain maximum continued into central Greenbrier County, which is handled by the Blacksburg office of the National Weather Service.  This elongated heavy rain axis was oriented on a compass heading from around 305 degrees to 125 degrees. The width of the heavy rain area went from around 30 miles near the Ohio River to about 50 miles in the central mountain counties.  A key ingredient to this disaster was the fact that less than 2 days earlier, 1.5 to 2.5 inches of rain had fallen over parts of Clay, Webster, and Nicholas Counties. As a result, a higher percentage of the rain on the 23rd went directly into runoff than usual.     ||Here are the maximum measured storm rain totals.  Laurel Ridge in Clay County measured 7.21 inches of rain.  A volunteer observer in Runa of Nichalas County had 7.2 inches. Along the county line with Clay and Kanawha Counties, Queen Shoals measured 7.12 inches of rain.  Birch River had 5.81 inches, Summersville 5.65 inches, Craigsville 5.63 inches, Richwood 5.53 inches, Sutton 5.47 inches, Hacker Valley 5.06 inches, Sissonville 4.02 inches, Snowshoe 3.97 inches, and Spencer 3.74 inches. An automatic gauge west of Summersville Lake near Keslers Cross Lanes measured 6.16 inches. At one point during the afternoon, this gauge measured 1.1 inches of rain in just 15 minutes.  A gauge near the headwaters of Beach Fork in western Nicholas County measured 5.5 inches of rain.   An unofficial rain gauge at a coal company near Werth of Nicholas County measured a 6.6 inch rain total.        |  |Severe flash flooding occurred on the creeks and streams during the later rounds of showers and thunderstorms in the afternoon. This was quickly followed by river flooding on the Greenbrier, Elk, and Gauley Rivers. This included the smaller tributaries such as the Williams River and the Meadow River in the Gauley River basin, plus the Birch River in the Elk River basin.  Fatalities occurred in Kanawha and Jackson Counties. Thankfully, no fatalities occurred in Roane, Clay, Webster, Nicholas, Fayette, and Pocahontas Counties. ||Record stages were set on the upper Gauley River.  Dyer on the Williams River rose 17 feet in the vertical on the 23rd and crested at 20.78 feet around 1915E.  The previous record level at Dyer was 18.45 feet back on July 4th in 1932.  The flooding in Richwood was as much from the runoff off the steep mountainsides flowing rapidly down through the streets, as it was from the overflowing Cherry River.  Laurel Creek, a tributary of the Cherry River, near Fenwick crested at 12.34 feet around 2000E.   On the main stem of the Gauley River, Craigsville crested at 29.04 feet after rising 17 feet in the vertical on the 23rd.   At one point between 1400 and 1500E the river rose 3 feet in 1 hour.  The crest time was 2200E on the 23rd at Craigsville.  The previous record was 25.94 feet back in November of 2003.  The crest at Camden on Gauley was above the level of the instrument shelf table in the river stage well house.  Of course, this caused the instruments to fail.  Before failure, the river was rising nearly 3 feet per hour.  In the wake of the flood, the well defined high water mark was used to calculated the crest.  After a vertical rise of around 24 feet, the crest at Camden on Gauley was 29.75 feet near 2145E on the 23rd. The previous record was 27.38 feet, back on July 4th in 1932.  In the town of Camden on Gauley, the high water mark was 7 feet high on buildings.  While holding the discharge down, the Corps of Engineers saw Summersville Lake rise 41 feet in the vertical during this flood.||Below Summersville Dam a huge discharge was noted from the Meadow River into the lower Gauley River.  The surge of water coming from western Greenbrier County caused the lower Meadow River at Nallen to rise 19.5 feet in the vertical and crest at 24.50 feet at 2015E on the 23rd. The previous record crest at Nallen was 16.94 feet back in December of 1969.  Further down the Gauley River, despite Summersville Dam holding back much of the outflow from the upper Gauley basin, the gauge at Belva still rose 22 feet in the vertical in less than 18 hours.  Belva crested at 27.04 feet around 2045E on the 23rd.  This crest was the 2nd highest on record. The 5th of July crest in 1932, well prior to the dam, was 28.6 feet at Belva.  One resident near Belva said of the river flood, ???It just kind of looked like the ocean, and it just swarmed in. And it just didn???t go back.???||In the upper Elk River basin, the gauge below Webster Springs at Clifton Ford crested at 17.36 feet around 2045E on the 23rd.  This was not a record crest, but the highest since the start of the 20th century.  Herold on the Birch River, after rising 15 feet in the vertical, crested at 18.03 feet around 2045E on the 23rd.  The previous record was 13.7 feet in December 2013.      ||On the lower Elk River, below the Corps of Engineers flood control dam at Sutton, the water level at Clay rose 26 feet in the vertical during the 23rd, at a rate as high as 3 feet per hour.  The crest was at 30.3 feet around 2145E on the 23rd.  This was the 3rd highest crest on record for Clay, and the highest since 1918. Further down the river at Queen Shoals, just above Clendenin, the water level rose 27 feet in the vertical, at a rate as high as 2.5 feet per hour. The crest was 33.37 feet around 0445E on the 24th.  This was the highest on record for Queen Shoals. The previous record was 32 feet back in 1888. The high water mark was 5 feet high on buildings in downtown Clendenin.  A similar high water mark was noted across the Elk River in the large grocery store.  ||In comparison to the Elk and Gauley drainage, the river flooding on the Greenbrier River in Pocahontas County was minor.  The headwaters of the Greenbrier River were north of the heavy rain axis.  The crest in Marlinton was 12 feet during the late evening of the 23rd, with flood stage at 10 feet.  Further down the river, the level at Buckeye crested just below the 12 foot flood stage.  ||The flash floods and river floods caused fatalities in Kanawha and Jackson Counties.  Thankfully, no fatalities occurred in Roane, Clay, Webster, Nicholas, Fayette, or Pocahontas Counties. Severe damage and destruction of homes, businesses, and schools occurred. Roads were damaged. In the worst cases, sections of road bed were washed away.  Public bridges and small private bridges were damaged or destroyed. Large debris piles collected against bridges. Countless vehicles were flooded.  Electricity and water were lost for days in the hardest hit flood areas.         ||The American Red Cross had over 800 workers helping at its peak.  They distributed over 7,500 cleanup kits and over 100,000 meals and snacks.  Many church based organizations and ordinary individual citizens volunteered their time and services to help in the flood recovery.  Nationally known celebrities and sport figures, with ties to West Virginia, also helped to raise awareness and increase donations for flood recovery.||The state transportation secretary estimated 8 million dollars in damage to roads in Clay County, 8 million dollars in Nicholas, over 13 million in Kanawha County.||Several schools were severely damaged by flood waters. This included in Clay County, White Elementary and the county bus garage. In Kanawha County, Herbert Hoover High School, Clendenin Elementary, Elk Valley Christian School, plus Bridge Elementary Schools were severely damaged.  Water from the Elk River crested about 7 feet deep in the first flood at Herbert Hoover High School. In Nicholas County. Richwood High and Middle School was severely damaged.  Moderate flood damage occurred to Clay High School and Elkview Middle School.  Minor flood damage occurred at Middle Birch Elementary School in Braxton County.  Minor flood damage also was seen in Ansted Elementary in Fayette County and Glade Elementary in Webster County.||A state of emergency was declared by Governor Tomblin.  At its peak deployment, around 650 members of the West Virginia Army National Guard and West Virginia Air National Guard were activated.  Major tasks assigned to the guard troops included delivering supplies to residents with no road access, and removal of flood debris.  Private contractors were also used for debris removal. In just Kanawha County, 15,000 tons of flood debris were collected.       ||A federal disaster was quickly declared by President Obama.  At least 8 counties were eligible from the events of June 23rd and 24th within the forecast area of the National Weather Service in Charleston. They included Jackson, Roane, Kanawha, Clay, Webster, Nicholas, Fayette, and Pocahontas Counties.  See FEMA disaster number 4273-DR for more information.  Over 4900 individuals applied for federal assistance from those 8 counties, totaling over 20 million dollars.  Public assistance for debris removal, emergency protective services, roads, bridges, and schools, was over 50 million dollar in those same 8 counties.","River flooding occurred on the Meadow and lower Gauley Rivers along the northern border of Fayette County.  Russellville was flooded and Route 41 damaged.  One resident of Russellville said, and when it got too so much, I grabbed the kids and I left.  You couldn't stay. You'd have drowned.||A preliminary damage assessment was done in Fayette County.  In both the flash flooding and river flooding, about 15 homes were destroyed. Another dozen or so homes were damaged.",CSV
